关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
事件相关同步,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
ERD/ERS,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电功率谱密度,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑网络功能连接,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电相位同步,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电相干性,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
神经振荡特征,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电图特征提取,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
神经尖峰排序,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
Spike sorting,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
神经元信号分选,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
Kilosort,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
模板匹配尖峰,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
在线尖峰检测,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
单神经元信号提取,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
动作电位分类,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
神经放电聚类,信号预处理与特征,尖峰排序,中游算法,4,core,无需上下文,五道口报告直接词/科研机构
P300脑机接口,脑机实验范式,P300与ERP,中游算法,5,core,无需上下文,两份附件/科研论文
P300拼写器,脑机实验范式,P300与ERP,中游算法,5,core,无需上下文,两份附件/科研论文
P300字符输入,脑机实验范式,P300与ERP,中游算法,5,core,无需上下文,两份附件/科研论文
事件相关电位脑机接口,脑机实验范式,P300与ERP,中游算法,5,core,无需上下文,两份附件/科研论文
ERP脑机接口,脑机实验范式,P300与ERP,中游算法,5,core,无需上下文,两份附件/科研论文
奇异刺激脑机接口,脑机实验范式,P300与ERP,中游算法,5,core,无需上下文,两份附件/科研论文
oddball脑机接口,脑机实验范式,P300与ERP,中游算法,5,core,无需上下文,两份附件/科研论文
SSVEP脑机接口,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
稳态视觉诱发电位脑机接口,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
视觉诱发电位脑机接口,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
VEP脑机接口,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
视觉编码脑机接口,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
频率编码SSVEP,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
相位编码SSVEP,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
视觉闪烁脑机接口,脑机实验范式,SSVEP与视觉诱发,中游算法,5,core,无需上下文,两份附件/资本研报
运动想象脑机接口,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
MI脑机接口,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
感觉运动节律脑机接口,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
SMR脑机接口,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
运动意图脑机接口,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
运动想象解码,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
左右手运动想象,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
运动皮层意图解码,脑机实验范式,运动想象与感觉运动节律,中游算法,5,core,无需上下文,两份附件/资本研报
慢皮层电位脑机接口,脑机实验范式,慢皮层电位与听觉,中游算法,4,core,无需上下文,五道口报告/科研论文
SCP脑机接口,脑机实验范式,慢皮层电位与听觉,中游算法,4,core,无需上下文,五道口报告/科研论文
听觉脑机接口,脑机实验范式,慢皮层电位与听觉,中游算法,4,core,无需上下文,五道口报告/科研论文
听觉诱发电位脑机接口,脑机实验范式,慢皮层电位与听觉,中游算法,4,core,无需上下文,五道口报告/科研论文
稳态听觉诱发电位,脑机实验范式,慢皮层电位与听觉,中游算法,4,core,无需上下文,五道口报告/科研论文
ASSR脑机接口,脑机实验范式,慢皮层电位与听觉,中游算法,4,core,无需上下文,五道口报告/科研论文
耳蜗脑机反馈,脑机实验范式,慢皮层电位与听觉,中游算法,4,core,无需上下文,五道口报告/科研论文
言语脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
语音脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
情感脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
注意力脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
被动式脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
主动式脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
反应式脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
异步脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
自定步速脑机接口,脑机实验范式,言语情感与被动式,中游算法,5,core,无需上下文,两份附件/科研机构
脑信号运动意图解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
神经运动解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
运动皮层解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
手势意图解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
抓握意图解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
步态意图解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
连续运动轨迹解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
光标运动解码,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
脑控运动分类,神经解码与智能算法,运动意图解码,中游算法,4,core,无需上下文,两份附件/资本研报
脑信号语音解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
神经语音解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
皮层语音解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
ECoG语音解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
脑信号汉语言解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
脑信号文字解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
神经手写解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
意念打字,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
脑控打字,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
脑信号语音合成,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
失语沟通解码,神经解码与智能算法,言语与语言解码,中游算法,5,core,无需上下文,中国信通院/资本研报/科研机构
脑信号视觉重建,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
脑活动图像重建,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
神经视觉解码,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
脑信号语义解码,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
脑状态解码,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
认知状态识别,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
疲劳脑电识别,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
情绪脑电识别,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
注意力脑电识别,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
意识状态脑机评估,神经解码与智能算法,视觉语义与状态解码,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院
脑机机器学习,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
脑电支持向量机,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
SVM脑电分类,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
脑电卷积神经网络,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
CNN脑电,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
脑电循环神经网络,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
RNN脑电,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
脑电Transformer,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
神经信号图神经网络,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
脑电自编码器,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
脑信号强化学习,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
支持向量机,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
SVM,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
卷积神经网络,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
CNN,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
循环神经网络,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
RNN,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
长短期记忆网络,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
LSTM,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
Transformer,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
图神经网络,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
自编码器,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
深度学习,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
机器学习,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
强化学习,神经解码与智能算法,机器学习与深度学习,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文/上下文补充
脑电迁移学习,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
脑机域适应,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
跨被试脑电解码,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
被试独立脑电分类,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
免校准脑机接口,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
少校准脑机接口,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
脑电小样本学习,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
脑电自监督学习,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
脑机在线自适应,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
跨会话脑电解码,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
脑机算法可解释性,神经解码与智能算法,迁移泛化与少校准,中游算法,4,core,无需上下文,中国信通院/科研论文
实时脑电解码,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
在线脑信号分类,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
低时延神经解码,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
脑机端到端解码,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
脑机边缘推理,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
片上神经解码,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
脑机实时反馈算法,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
神经解码器自适应,神经解码与智能算法,实时与边缘解码,中游算法,4,core,无需上下文,两份附件/工信部
神经感觉编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
脑刺激信息编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
神经刺激编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
人工感觉编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
触觉神经编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
视觉神经编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
听觉神经编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
感觉替代编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
外部信息神经编码,神经编码与感觉反馈,感觉编码,中游编解码,4,core,无需上下文,中国信通院2025/科研机构
皮层内微刺激,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
ICMS触觉反馈,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
体感皮层刺激,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
运动皮层刺激,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
视觉皮层刺激,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
人工触觉反馈,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
人工本体感觉,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
双向神经假体,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
感觉反馈脑机接口,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
闭环触觉脑机接口,神经编码与感觉反馈,皮层微刺激与人工感觉,中游编解码,5,core,无需上下文,中国信通院/FDA/科研机构
脑机神经反馈,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
EEG神经反馈,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
fNIRS神经反馈,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
实时神经反馈,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
闭环神经反馈,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
多模态神经反馈,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
虚拟现实神经反馈,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
脑状态反馈训练,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
神经反馈自适应调控,神经编码与感觉反馈,神经反馈,中游编解码,4,core,无需上下文,两份附件/中国信通院
闭环深部脑刺激,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
自适应深部脑刺激,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
感知式深部脑刺激,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
脑电感知DBS,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
闭环DBS,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
aDBS,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
记录刺激一体脑起搏器,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
双向脑起搏器,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
脑深部刺激反馈控制,神经调控-电刺激,深部脑刺激,调控与治疗,5,core,无需上下文,中国信通院2025/FDA/资本研报
脑机脊髓电刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
脑控脊髓刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
闭环脊髓电刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
脑机功能性电刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
脑控功能性电刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
BCI-FES,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
脑机外周神经刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
脑控肌肉电刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
意图驱动电刺激,神经调控-电刺激,脊髓与外周刺激闭环,调控与治疗,5,core,无需上下文,中国信通院/资本研报/科研机构
脑机经颅直流电刺激,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
闭环tDCS,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
EEG-tDCS闭环,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
脑机经颅交流电刺激,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
闭环tACS,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
EEG-tACS闭环,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
经颅随机噪声刺激脑机,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
tRNS脑机,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
高精度经颅电刺激,神经调控-电刺激,无创经颅电刺激,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
脑机经颅磁刺激,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
EEG-TMS闭环,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
闭环经颅磁刺激,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
实时脑电引导TMS,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
重复经颅磁刺激脑机,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
rTMS脑机,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
θ爆发刺激脑机,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
TBS脑机,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
模式化磁刺激,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
pTMS,神经调控-磁光超声,经颅磁刺激,调控与治疗,4,core,无需上下文,中国信通院2025
脑机超声调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
闭环超声神经调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
经颅聚焦超声神经调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
低强度聚焦超声脑调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
LIFU脑调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
经颅超声刺激,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
TUS神经调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
影像引导超声脑调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
超声血脑屏障调控,神经调控-磁光超声,超声神经调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
脑机光调控,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
闭环光遗传调控,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
光遗传脑机接口,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
经颅光生物调节,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
tPBM脑调控,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
近红外脑调控,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
多波长脑刺激,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
光遗传神经反馈,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
光电一体神经接口,神经调控-磁光超声,光调控与光遗传,调控与治疗,4,core,无需上下文,两份附件/中国信通院
多模态脑调控,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
电磁组合脑刺激,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
电光神经调控,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
磁声脑调控,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
脑电引导神经调控,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
个性化闭环脑调控,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
自适应神经调控策略,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
多参数脑刺激优化,神经调控-磁光超声,多模态组合调控,调控与治疗,4,core,无需上下文,中国信通院2025/科研机构
脑机接口手术机器人,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
神经电极植入机器人,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
脑电极植入机器人,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
神经探针植入机器人,植入手术与辅助设备,手术机器人,上游植入服务,4,core,无需上下文,两份附件/中国信通院/工信部
