第一申请人,第一申请人地区,第一申请人城市,year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types
天津吉诺沃生物科技有限公司,中国,天津市,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑,企业
天津和治友德制药有限公司,中国,天津,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化,企业
天津和治友德制药有限公司,中国,天津市,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；柠檬酸,企业
天津商业大学,中国,天津,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵,学校
天津商业大学,中国,天津,2025,2,5,2.5,3,5,2.5,2.5,3,产品与应用；生物过程与规模化,可降解聚合物；生物反应器,应用产品；生产制造,发酵罐；聚乳酸,学校
天津喜诺生物医药有限公司,中国,天津市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业
天津喜诺生物医药有限公司,中国,天津市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业
天津嘉禾动保科技有限公司,中国,天津,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,"企业,学校"
天津嘉禾动保科技有限公司,中国,天津市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业
天津国家合成生物技术创新中心有限公司,中国,天津,2024,2,6,3.0,4,13,6.5,3.0,4,产品与应用；底盘细胞与菌株工程,耐受与适应性进化；高值活性分子,应用产品；技术平台,单细胞蛋白；工程菌构建；核苷酸；谷氨酸；适应性进化,企业
天津国韵生物材料有限公司,中国,天津市,2021,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,发酵工程,生产制造,PHA；微生物发酵；生物发酵,企业
天津城建大学,中国,天津,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,学校
天津城建大学,中国,天津市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,学校
天津城建大学,中国,天津市,2023,3,7,2.3333333333333335,3,7,2.3333333333333335,2.3333333333333335,3,产品与应用；生物过程与规模化,下游分离纯化；氨基酸与有机酸发酵产品；生物反应器,应用产品；生产制造,丙酸；生物反应器；精氨酸；膜生物反应器；膜过滤,学校
天津外泌体科技有限公司,中国,天津市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,连续制造与过程强化,生产制造,连续培养,企业
天津外泌体科技有限公司,中国,天津市,2023,1,3,3.0,3,6,6.0,3.0,3,生物过程与规模化,生物反应器,生产制造,分离纯化；生物反应器,企业
天津大学,中国,天津,2024,27,85,3.1481481481481484,5,129,4.777777777777778,3.1481481481481484,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；前沿生物制造；底盘细胞与菌株工程；生物制造基础；生物过程与规模化；酶与蛋白质工程,3D生物打印；DNA存储与新型信息材料；下游分离纯化；发酵工程；合成生物学；基因与基因组编辑；平台化合物；底盘细胞；氨基酸与有机酸发酵产品；生物催化；生物反应器；生物能源与燃料；表达系统；酶固定化与反应体系；高值活性分子,前沿制造；应用产品；底层工具；技术平台；生产制造,BioBrick；CRISPR；DNA信息存储；PHA；丙酸；分离纯化；发酵生产；发酵罐；合成生物学；固定化酶；底盘细胞；底盘菌株；戊二酸；有机酸发酵；柠檬酸；核苷酸；琥珀酸；生物催化；生物反应器；生物墨水；生物燃料；甲硫氨酸；膜分离；诱导表达；赖氨酸；透明质酸,"企业,学校；学校"
天津大学,中国,天津,2025,20,79,3.95,5,140,7.0,3.95,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；前沿生物制造；底盘细胞与菌株工程；生物制造基础；计算设计与AI；酶与蛋白质工程,3D生物打印；可降解聚合物；合成生物学；基因合成；基因测序；定向进化；干细胞与细胞规模制造；底盘细胞；生成式生物学；生物催化；耐受与适应性进化；菌种选育与诱变；表达系统；高值活性分子,前沿制造；应用产品；底层工具；技术平台；生产制造,CRISPR；DNA信息存储；丙氨酸；分泌表达；分离纯化；发酵生产；合成生物学；基因合成；基因敲除；基因编辑；定向进化；定点突变；常压室温等离子体诱变；底盘细胞；底盘菌株；微生物底盘；微生物细胞工厂；柠檬酸；核苷酸；生成生物学；生物催化；生物元件；生物墨水；甲硫氨酸；细胞工厂；聚乳酸；苏氨酸；表达盒；诱导多能干细胞；还原甘氨酸途径；适应性实验室进化；适应性进化；高通量测序,"企业,学校；学校"
天津大学,中国,天津市,2021,31,102,3.2903225806451615,5,151,4.870967741935484,3.2903225806451615,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；生物制造基础；生物过程与规模化；酶与蛋白质工程,下游分离纯化；代谢工程；发酵工程；合成生物学；基因与基因组编辑；基因合成；定向进化；工业菌种创制；底盘细胞；氨基酸与有机酸发酵产品；生物催化；生物反应器；生物基化学品；表达系统；酶固定化与反应体系；高值活性分子,应用产品；底层工具；技术平台；生产制造,CRISPR；DNA合成；丙氨酸；代谢工程；发酵生产；发酵罐；合成基因组；合成生物学；固定化酶；基因组编辑；定点突变；底盘菌株；核苷酸；生物反应器；生物基化学品；生物转化；突变体文库；精氨酸；红景天苷；细胞工厂；膜过滤；虾青素；表达盒；诱导表达；酿酒酵母底盘；高产菌株,"企业,学校；学校"
天津大学,中国,天津市,2022,49,164,3.3469387755102042,5,241,4.918367346938775,3.3469387755102042,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；前沿生物制造；原料与低碳路线；底盘细胞与菌株工程；生物元件与线路；生物制造基础；生物过程与规模化；计算设计与AI；酶与蛋白质工程,3D生物打印；下游分离纯化；合成生物学；基因与基因组编辑；基因合成；多组学与系统建模；工业菌种创制；平台化合物；底盘细胞；标准化生物元件；氨基酸与有机酸发酵产品；生物催化；生物能源与燃料；蛋白质工程；表达系统；酶工程；重组药物与生物活性原料；非粮生物质；高值活性分子,前沿制造；原料层；应用产品；底层工具；技术平台；生产制造,3D生物打印；CRISPR；DNA合成；丙氨酸；丙酮酸；代谢网络模型；全细胞催化；分泌表达；分离纯化；单克隆抗体；合成生物学；基因敲除；基因组编辑；基因编辑；定向进化；定点突变；底盘细胞；底盘菌株；异源代谢途径；戊二胺；木质纤维素；核糖体结合位点；核苷酸；燃料乙醇；琥珀酸；生物催化；生物墨水；生物燃料；肌醇；苹果酸；虾青素；蛋白质工程；表达盒；诱导表达；谷氨酸；赖氨酸；酶催化合成；酶工程；酶法合成；酿酒酵母底盘；重组干扰素；高产菌株,"企业,学校；学校"
天津大学,中国,天津市,2023,39,142,3.641025641025641,5,200,5.128205128205129,3.641025641025641,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；前沿生物制造；底盘细胞与菌株工程；生物元件与线路；生物制造基础；生物过程与规模化；酶与蛋白质工程,3D生物打印；下游分离纯化；代谢工程；发酵工程；合成生物学；基因与基因组编辑；基因合成；定向进化；工艺放大与中试；底盘细胞；模块化装配；生物催化；生物反应器；耐受与适应性进化；表达系统；高值活性分子,前沿制造；应用产品；底层工具；技术平台；生产制造,CRISPR；CRISPR-Cas9；DNA合成；丙酮酸；丙酸；代谢工程；全细胞催化；分泌表达；发酵生产；合成生物学；基因模块；基因编辑；定点突变；寡核苷酸合成；底盘细胞；底盘菌株；易错PCR；木质纤维素；柠檬酸；核苷酸；生物反应器；生物墨水；生物转化；细胞破碎；膜生物反应器；菌株耐受性；葡萄糖酸；表达盒；规模放大；谷氨酸；酶催化合成；酿酒酵母底盘；饱和突变,"企业,学校；学校；科研单位,学校"
天津大学(青岛)海洋工程研究院有限公司,中国,青岛,2025,2,6,3.0,4,11,5.5,3.0,4,产品与应用,高值活性分子,应用产品,丙酮酸；戊二酸；核苷酸；表达盒,企业
天津大学(青岛)海洋工程研究院有限公司,中国,青岛市,2023,2,8,4.0,4,10,5.0,4.0,4,生物元件与线路,标准化生物元件,底层工具,BioBrick；核苷酸,企业
天津大学佐治亚理工深圳学院,中国,深圳市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,学校
天津大学前沿技术研究院,中国,天津市,2023,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,单克隆抗体；核苷酸,科研单位
天津大学前沿技术研究院有限公司,中国,天津市,2023,2,4,2.0,2,5,2.5,2.0,2,产品与应用,高值活性分子,应用产品,丙酮酸；核苷酸,企业
天津大学合成生物前沿研究院,中国,天津,2025,4,17,4.25,5,27,6.75,4.25,5,代谢工程与细胞工厂；底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,底盘细胞；生物催化；生物反应器；细胞工厂,技术平台；生产制造,发酵罐；底盘菌株；木质纤维素；柠檬酸；核苷酸；生物转化；细胞工厂,科研单位
天津大学青岛海洋技术研究院,中国,青岛市,2023,1,4,4.0,4,19,19.0,4.0,4,DNA/RNA读写编辑,基因合成,底层工具,DNA合成；全细胞催化；基因敲除；膜过滤；重组菌构建,科研单位
天津天开生物科技有限公司,中国,天津,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
天津天隆江大生物科技有限公司,中国,天津,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,企业
天津小薇生物科技有限公司,中国,天津,2024,2,5,2.5,4,5,2.5,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,发酵工程；柠檬酸,企业
天津尚美化妆品有限公司,中国,天津市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,液态发酵,企业
天津山珍科技有限公司,中国,天津,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津工业大学,中国,天津,2024,2,5,2.5,3,5,2.5,2.5,3,产品与应用；酶与蛋白质工程,生物能源与燃料；酶固定化与反应体系,应用产品；生产制造,固定化酶；生物燃料,学校
天津工业大学,中国,天津,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜分离,学校
天津工业大学,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,学校
天津工业大学,中国,天津市,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,学校
天津工微生物科技有限公司,中国,天津,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,全细胞催化,企业
天津市农业科学院,中国,天津,2024,2,6,3.0,4,8,4.0,3.0,4,产品与应用；代谢工程与细胞工厂,表达系统；高值活性分子,应用产品；技术平台,核苷酸；诱导表达,科研单位
天津市农业科学院,中国,天津,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位
天津市农业科学院,中国,天津市,2021,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,柠檬酸；液态发酵,科研单位
天津市农业科学院,中国,天津市,2022,2,5,2.5,3,5,2.5,2.5,3,产品与应用；生物过程与规模化,生物反应器；高值活性分子,应用产品；生产制造,发酵罐；核苷酸,科研单位
天津市农业科学院,中国,天津市,2023,3,10,3.3333333333333335,4,10,3.3333333333333335,3.3333333333333335,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,发酵工程；表达系统；高值活性分子,应用产品；技术平台；生产制造,固态发酵；微生物发酵；核苷酸；生物发酵；诱导表达,"企业,科研单位；科研单位"
天津市利民调料有限公司,中国,天津,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津市利民调料有限公司,中国,天津市,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,赖氨酸,企业
天津市圣世莱科技有限公司,中国,天津市,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；微生物发酵；生物发酵,企业
天津市塘沽鑫宇环保科技有限公司,中国,天津市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业
天津市大桥道食品有限公司,中国,天津,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
天津市天津医院,中国,天津,2024,1,4,4.0,4,4,4.0,4.0,4,前沿生物制造,3D生物打印,前沿制造,生物墨水,"机关团体,学校"
天津市天津医院,中国,天津市,2022,1,4,4.0,4,5,5.0,4.0,4,前沿生物制造,3D生物打印,前沿制造,生物墨水；赖氨酸,机关团体
天津市天津医院,中国,天津市,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑,机关团体
天津市奥科石油技术开发有限公司,中国,天津,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
天津市好曰子动物药业有限公司,中国,天津市,2023,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津市宁河原种猪场有限责任公司,中国,天津市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
天津市宝恒生物科技有限公司,中国,天津市,2022,2,5,2.5,4,6,3.0,2.5,4,产品与应用；生物过程与规模化,发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,丙氨酸；生物发酵；苏氨酸；赖氨酸,企业
天津市宝恒生物科技有限公司,中国,天津市,2023,3,4,1.3333333333333333,2,5,1.6666666666666667,1.3333333333333333,2,产品与应用,平台化合物；氨基酸与有机酸发酵产品,应用产品,丙酸；戊二酸；柠檬酸；谷氨酸,企业
天津市康婷生物工程集团有限公司,中国,天津,2024,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,深层发酵；胶原蛋白,企业
天津市新天进科技开发有限公司,中国,天津,2024,1,4,4.0,4,6,6.0,4.0,4,原料与低碳路线,一碳生物制造,原料层,工业尾气发酵；燃料乙醇,企业
天津市林业果树研究所,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,科研单位
天津市欧尚元生物科技有限公司滨海新区分公司,中国,天津,2025,1,4,4.0,4,8,8.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；发酵罐；葡萄糖酸,企业
天津市水利工程集团有限公司,中国,天津,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业
天津市泌尿外科研究所,中国,天津市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,"企业,科研单位"
天津市灏洋生物制品科技有限责任公司,中国,天津市,2023,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,丙氨酸；丙酮酸；精氨酸；肌醇；肝素；苏氨酸；蛋氨酸；谷氨酸；赖氨酸,企业
天津市环湖医院(天津市神经外科研究所、天津市脑系科中心医院),中国,天津市,2021,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因敲除；核苷酸,科研单位
天津市立清源环境有限公司,中国,天津,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
天津市英格环保科技有限公司,中国,天津市,2022,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
天津师范大学,中国,天津,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,学校
天津师范大学,中国,天津市,2022,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑,学校
天津师范大学,中国,天津市,2023,2,7,3.5,4,7,3.5,3.5,4,DNA/RNA读写编辑；生物过程与规模化,基因与基因组编辑；生物反应器,底层工具；生产制造,基因编辑；生物反应器,学校
天津开发区坤禾生物技术有限公司,中国,天津,2025,2,4,2.0,2,4,2.0,2.0,2,产品与应用,农业生物制造,应用产品,微生物肥料,企业
天津开发区坤禾生物技术有限公司,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津开发区坤禾生物技术有限公司,中国,天津市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
天津开发区天盈企业有限公司,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津强微特生物科技有限公司,中国,天津市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵；微生物发酵；液态发酵；生物发酵,企业
天津慧智百川生物工程有限公司,中国,天津市,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；苹果酸,企业
天津昌农科技有限责任公司,中国,天津市,2021,1,4,4.0,4,8,8.0,4.0,4,生物过程与规模化,发酵工程,生产制造,深层发酵；菌种选育,企业
天津昕因达生物技术有限公司,中国,天津市,2021,2,8,4.0,4,8,4.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,分泌表达；表达宿主,企业
天津春发生物科技集团有限公司,中国,天津,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津春发生物科技集团有限公司,中国,天津市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津智鼎生物科技有限公司,中国,天津,2024,1,3,3.0,3,3,3.0,3.0,3,原料与低碳路线,非粮生物质,原料层,木质纤维素,企业
天津本根生物科技有限公司,中国,天津市,2021,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化,企业
天津林达生物科技有限公司,中国,天津市,2022,1,4,4.0,4,12,12.0,4.0,4,生物过程与规模化,发酵工程,生产制造,分离纯化；发酵罐；核苷酸；生物发酵,企业
天津正鑫浩司科技有限公司,中国,天津市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
天津永泰生命科技有限公司,中国,天津市,2023,1,5,5.0,5,11,11.0,5.0,5,生物过程与规模化,生物反应器,生产制造,生物反应器；细胞工厂；膜过滤,企业
天津法莫西生物医药科技有限公司,中国,天津,2025,1,5,5.0,5,5,5.0,5.0,5,生物制造基础,合成生物学,技术平台,合成生物学,企业
天津法莫西生物医药科技有限公司,中国,天津市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
天津法莫西生物医药科技有限公司,中国,天津市,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
天津渤化环境修复股份有限公司,中国,天津市,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,连续发酵,企业
天津渤化讯创科技有限公司,中国,天津市,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,胶原蛋白；膜过滤,企业
天津现代天骄农业科技股份有限公司,中国,天津,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酸,企业
天津现代天骄农业科技股份有限公司,中国,天津市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
天津现代天骄水产饲料股份有限公司,中国,天津,2025,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
天津理工大学,中国,天津,2024,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,农林废弃物；固态发酵,学校
天津理工大学,中国,天津,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,学校
天津理工大学,中国,天津市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,学校
天津瑞普生物技术股份有限公司,中国,天津市,2021,1,4,4.0,4,11,11.0,4.0,4,生物过程与规模化,连续制造与过程强化,生产制造,生物反应器；规模化培养；连续培养,企业
天津瑞普生物技术股份有限公司,中国,天津市,2022,1,4,4.0,4,7,7.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,层析纯化；诱导表达,企业
天津瑞普生物技术股份有限公司,中国,天津市,2023,2,6,3.0,4,6,3.0,3.0,4,产品与应用；底盘细胞与菌株工程,工业菌种创制；高值活性分子,应用产品；技术平台,工程菌构建；核苷酸,企业
天津生机集团股份有限公司,中国,天津市,2021,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,层析纯化；精氨酸,企业
天津生机集团股份有限公司,中国,天津市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
天津百恩生物科技有限公司,中国,天津市,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,红景天苷,企业
天津科技大学,中国,天津,2024,97,350,3.6082474226804124,5,586,6.041237113402062,3.6082474226804124,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；测试筛选与自动化；生物过程与规模化；酶与蛋白质工程,下游分离纯化；代谢工程；发酵工程；基因与基因组编辑；基因合成；定向进化；工业菌种创制；平台化合物；底盘细胞；氨基酸与有机酸发酵产品；生物催化；生物反应器；菌种选育与诱变；表达系统；过程控制与优化；酶工程；高值活性分子；高通量构建与筛选,应用产品；底层工具；技术平台；生产制造,CRISPR；pH控制；丙氨酸；丙酮酸；丙酸；乳酸单体；代谢工程；分离纯化；发酵工程；发酵生产；发酵罐；合成代谢途径；合成细胞；固定化细胞；固定化酶；固态发酵；基因合成；基因敲除；基因编辑；定向进化；定点突变；富马酸；工程菌构建；工程菌株构建；底盘菌株；微生物发酵；微生物育种；戊二酸；易错PCR；木质纤维素；柠檬酸；核糖体结合位点；核苷酸；液态发酵；深层发酵；琥珀酸；生物催化；生物发酵；生物合成途径；生物育种；甲硫氨酸；精氨酸；细胞破碎；肌醇；苏氨酸；苹果酸；菌株选育；葡萄糖酸；虾青素；蛋氨酸；衣康酸；表达宿主；表达盒；诱变育种；诱导表达；谷氨酸；赖氨酸；连续发酵；迭代饱和突变；透明质酸；酶工程；饱和突变；高产菌株；高通量筛选；麦角硫因,"企业,学校；学校"
天津科技大学,中国,天津,2025,57,198,3.473684210526316,5,341,5.982456140350878,3.473684210526316,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；生物制造基础；生物过程与规模化；酶与蛋白质工程,代谢工程；发酵工程；基因与基因组编辑；定向进化；工业生物技术；底盘细胞；氨基酸与有机酸发酵产品；生物催化；生物反应器；菌种选育与诱变；蛋白质工程；表达系统；过程控制与优化；酶固定化与反应体系；酶工程；重组药物与生物活性原料；高值活性分子,应用产品；底层工具；技术平台；生产制造,ARTP；CRISPR；CRISPR/Cas；丙氨酸；丙酮酸；丙酸；乳酸单体；代谢工程；发酵工程；发酵工艺优化；发酵生产；发酵罐；发酵过程控制；固定化细胞；固定化酶；基因敲除；基因编辑；定向进化；定点突变；工业发酵；工业微生物技术；工业生物技术；底盘菌株；微生物发酵；戊二酸；柠檬酸；核苷酸；液态发酵；深层发酵；生物催化；生物发酵；生物合成途径；生物转化；甲硫氨酸；精氨酸；细胞破碎；肌醇；胶原蛋白；苏氨酸；葡萄糖酸；蛋白质工程；补料策略；表达盒；谷氨酸；赖氨酸；酶工程；饱和突变；高产菌株；麦角硫因；麦角硫因生物合成,"企业,学校；学校；学校,企业；学校,科研单位；科研单位,学校"
天津科技大学,中国,天津市,2021,54,173,3.2037037037037037,4,244,4.518518518518518,3.2037037037037037,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,下游分离纯化；代谢工程；发酵工程；基因与基因组编辑；定向进化；工业菌种创制；氨基酸与有机酸发酵产品；生物催化；生物反应器；酶工程；重组药物与生物活性原料；高值活性分子,应用产品；底层工具；技术平台；生产制造,丁二酸；丙氨酸；丙酮酸；丙酸；代谢工程；分离纯化；单克隆抗体；发酵工程；发酵工艺优化；发酵生产；发酵罐；发酵过程控制；固态发酵；基因敲除；复合诱变；定点突变；富马酸；工程菌构建；微生物发酵；易错PCR；柠檬酸；核苷酸；溶氧控制；琥珀酸；生物催化；生物发酵；生物合成途径；生物转化；甲硫氨酸；精氨酸；肌醇；肝素；膜分离；苏氨酸；苹果酸；蛋氨酸；谷氨酸；赖氨酸；辅酶再生；酶工程；高产菌株,"企业,学校；学校"
天津科技大学,中国,天津市,2022,71,237,3.3380281690140845,4,368,5.183098591549296,3.3380281690140845,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；原料与低碳路线；底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,下游分离纯化；发酵工程；可降解聚合物；基因与基因组编辑；基因组精简与细胞优化；定向进化；工业菌种创制；平台化合物；氨基酸与有机酸发酵产品；生物催化；生物反应器；生物炼制；表达系统；酶工程；高值活性分子,应用产品；底层工具；技术平台；生产制造,CRISPR；CRISPR-Cas9；DNA改组；PLA；丙氨酸；丙酮酸；乳酸单体；代谢工程；分泌表达；分离纯化；发酵工程；发酵工艺优化；发酵生产；发酵罐；四氢嘧啶；固态发酵；基因敲除；基因组精简；基因编辑；定向进化；定点突变；工程菌构建；微生物发酵；戊二酸；易错PCR；木质纤维素；柠檬酸；核苷酸；深层发酵；琥珀酸；生物催化；生物反应器；生物发酵；生物炼制；生物转化；甲硫氨酸；精氨酸；细胞破碎；聚乳酸；肌醇；膜生物反应器；膜过滤；苏氨酸；苹果酸；表达盒；诱导表达；谷氨酸；赖氨酸；辅酶再生；透明质酸；酶固定化；酶工程；高产菌株；高通量筛选；麦角硫因,"企业,学校；学校；科研单位,学校"
