关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
失超保护,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
真空室,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
真空容器,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
D形真空室,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
真空泵,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
低温泵,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
杜瓦,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
低温恒温器,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
冷屏,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
氦制冷机,真空室与真空系统,上下文通用真空与低温,主机关键系统,4,contextual,需核聚变上下文,ITER/资本研报
第一壁,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
偏滤器,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
钨靶板,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
钨合金,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
钨铜复合材料,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
CuCrZr,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
高热流部件,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
液态金属壁,等离子体面对部件,上下文通用面对等离子体材料,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
中性束注入,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
电子回旋加热,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
离子回旋加热,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
低杂波电流驱动,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
回旋管,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
汤姆孙散射,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
干涉仪,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
磁探针,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
等离子体实时控制,等离子体控制与诊断,上下文通用加热诊断控制,控制诊断,4,contextual,需核聚变上下文,ITER/科研机构
真空焊接,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
精密焊接,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
增材制造,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
热等静压,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
无损检测,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
远程维护,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
遥操作,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
检修机器人,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
多物理场模拟,制造运维与机器人,上下文通用工程制造运维,工程制造与服务,3,contextual,需核聚变上下文,ITER/UKAEA/资本研报
