关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
6G云原生网络,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
6G服务化架构,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
云原生核心网6G,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
服务化RAN,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
服务化空口,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
微服务核心网,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
无状态网络功能,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
容器化网元,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
网络功能服务化,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
按需编排网络,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
网络能力开放6G,新型网络架构,云原生与服务化,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
6G开放网络,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
6G开放无线接入网,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
Open RAN 6G,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
O-RAN 6G,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
可编程无线网络,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
软件定义空口,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
软件定义无线网络,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
SDN 6G,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
NFV 6G,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
网络可编程数据面,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
开放接口6G,新型网络架构,开放可编程网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/3GPP/资本研报
6G网络切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
6G端到端切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
智能网络切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
切片按需编排,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
跨域网络切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
卫星地面融合切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
算网切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
通感切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
场景定制切片,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
6G行业专网,新型网络架构,网络切片与专网,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研机构
6G数字孪生网络,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
数字孪生网络,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
DTN,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
网络数字孪生,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
无线网络数字孪生,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
物理网络孪生体,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
孪生网络闭环优化,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
网络实时映射,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
数字孪生网络建模,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
数字孪生网络仿真,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
网络预测控制,新型网络架构,数字孪生网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
6G确定性网络,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
确定性网络,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
确定性无线网络,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
有界时延网络,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
有界抖动,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
有界丢包,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
端到端确定性,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
确定性资源预留,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
确定性服务保护,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
跨域确定性,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
时间敏感网络6G,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
TSN 6G,新型网络架构,确定性网络,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告
6G算力网络,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
算力感知网络,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
移动算力网络,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
算网融合6G,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
算网一体,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通信计算融合,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通信计算存储一体,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
算力路由,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
算力资源度量,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
算力资源编排,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
算力服务调度,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
端边云网协同,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
云边端网融合,新型网络架构,算力感知与算网融合,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
6G数据服务,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
6G数据面,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
网络数据服务,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
数据驱动网络架构,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
数据编排网络,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
数据织网6G,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
数据随路计算,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
网络数据治理,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
数据闭环网络,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
数据服务化架构,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
通信数据空间,新型网络架构,数据服务与数据面,中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/IMT-2030推进组
6G近域网络,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
近域通信网络,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
设备到设备6G,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
D2D 6G,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
侧行链路6G,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
体域网6G,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
纳米通信网络,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
片间无线通信,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
芯粒无线互联,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
片上无线网络,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
个人域智能网络,新型网络架构,近域与体域网络,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/科研机构
云计算,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
边缘计算,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
移动边缘计算,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
网络切片,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
软件定义网络,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
网络功能虚拟化,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
云原生网络,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
微服务架构,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
数字孪生,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
算力调度,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
服务化架构,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
可编程网络,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
自治网络,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
确定性通信,新型网络架构,通用网络技术词,中游网络,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/上下文补充
6G空天地一体化,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
6G空天地海一体化,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
6G星地融合,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
6G天地一体,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
6G非地面网络,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
6G NTN,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
空天地一体化网络6G,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
星地一体融合组网,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
SAGIN 6G,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
空天地海融合网络,空天地海一体化,融合网络架构,中游网络与基础设施,5,core,无需上下文；领域锚点本身只给低分,两份附件/ITU/资本研报
非地面网络,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
NTN,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
卫星地面融合网络,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
星地融合网络,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
天地一体化网络,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
空天地一体化网络,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
低轨卫星通信网络,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
中低轨卫星组网,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
高中低轨协同,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
卫星蜂窝融合,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
卫星移动通信融合,空天地海一体化,非地面网络,中游网络与基础设施,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/3GPP
6G手机直连卫星,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
手机直连卫星,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
终端直连卫星,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
卫星直连终端,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
Direct-to-Device,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
D2D卫星通信,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
卫星直连普通手机,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
星地融合终端,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
卫星物联网终端,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
卫星宽带终端,空天地海一体化,手机直连卫星,下游终端,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,TDIA2025/资本研报
星间激光通信,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
星间高速光链路,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
星地激光通信,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
卫星太赫兹链路,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
星地毫米波链路,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
星间路由,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
星间链路切换,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
星地链路协同,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
星间星地联合传输,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
多星协同传输,空天地海一体化,星间与星地链路,上游设备与中游网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
6G星载核心网,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
星载基站,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
星载移动通信载荷,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
再生式卫星载荷,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
透明转发卫星载荷,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
星上在轨计算,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
星载边缘计算,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
星上网络功能,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
星载路由器,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
星载波束形成,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
卫星数字透明处理器,空天地海一体化,星载网络与载荷,上游设备,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
卫星随机接入,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
星地融合空口,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星波束跳变,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星波束切换,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星多普勒补偿,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星时延补偿,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星频偏估计,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星移动性管理,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星寻址路由,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
卫星星历辅助通信,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
多卫星切换,空天地海一体化,卫星接入与移动性,中游空口与网络,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/3GPP
高空平台通信,空天地海一体化,空基与海洋网络,基础设施与应用,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
HAPS通信,空天地海一体化,空基与海洋网络,基础设施与应用,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
临近空间通信,空天地海一体化,空基与海洋网络,基础设施与应用,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
无人机基站,空天地海一体化,空基与海洋网络,基础设施与应用,3,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/资本研报
